result_type,checkpoint,split,regime,strategy,transaction_cost_pct,samples,RMSE,MAE,MAPE_pct,ROI_pct,max_drawdown_pct
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,vanilla,0.0,63,429.2657138386022,306.6446552579365,1.4447114403981292,-29.608649418053,32.46868559961468
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,vanilla,0.0,195,648.8513808842755,412.9417718349359,1.7685185644921373,14.640307069443725,23.5069700278781
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,vanilla,0.1,92,568.7112648659545,400.6092688519022,1.5356675798186887,23.420083634397404,8.931355930488948
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,vanilla,0.1,63,429.2657138386022,306.6446552579365,1.4447114403981292,-30.052989085460048,32.897784119483205
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,vanilla,0.1,195,648.8513808842755,412.9417718349359,1.7685185644921373,12.137672345607896,23.744157572536533
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,vanilla,0.2,92,568.7112648659545,400.6092688519022,1.5356675798186887,21.95882689947033,8.931367285763155
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,vanilla,0.2,63,429.2657138386022,306.6446552579365,1.4447114403981292,-30.495731843551443,33.325320544811476
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,vanilla,0.2,195,648.8513808842755,412.9417718349359,1.7685185644921373,9.685089285810644,23.98132430594477
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,smart,0.0,92,568.7112648659545,400.6092688519022,1.5356675798186887,48.96519419314191,4.440540059721566
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,smart,0.0,63,429.2657138386022,306.6446552579365,1.4447114403981292,-25.061238744041926,26.88309459141519
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,smart,0.0,195,648.8513808842755,412.9417718349359,1.7685185644921373,17.592650264850086,11.016344771757256
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,smart,0.1,92,568.7112648659545,400.6092688519022,1.5356675798186887,46.25347855417095,4.604361475942374
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,smart,0.1,63,429.2657138386022,306.6446552579365,1.4447114403981292,-25.873723890878697,27.66885642249862
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,smart,0.1,195,648.8513808842755,412.9417718349359,1.7685185644921373,13.914636679842918,11.520291581595503
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,smart,0.2,92,568.7112648659545,400.6092688519022,1.5356675798186887,43.589381410659,4.767844948788057
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,smart,0.2,63,429.2657138386022,306.6446552579365,1.4447114403981292,-26.677586976536006,28.44634805273232
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,smart,0.2,195,648.8513808842755,412.9417718349359,1.7685185644921373,10.350459019221002,12.311087107012636
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,smart_w_short,0.0,92,568.7112648659545,400.6092688519022,1.5356675798186887,43.8675354626793,5.922371057536174
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,smart_w_short,0.0,63,429.2657138386022,306.6446552579365,1.4447114403981292,-23.104025804709384,24.97346396834018
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,smart_w_short,0.0,195,648.8513808842755,412.9417718349359,1.7685185644921373,19.404905175074138,10.947858513848473
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,smart_w_short,0.1,92,568.7112648659545,400.6092688519022,1.5356675798186887,40.79984335349931,6.288997278805581
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,smart_w_short,0.1,63,429.2657138386022,306.6446552579365,1.4447114403981292,-23.980218924037654,25.821206886998894
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,smart_w_short,0.1,195,648.8513808842755,412.9417718349359,1.7685185644921373,15.578749082192346,11.486189992526716
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,smart_w_short,0.2,92,568.7112648659545,400.6092688519022,1.5356675798186887,37.77284189890098,6.664948959736375
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,smart_w_short,0.2,63,429.2657138386022,306.6446552579365,1.4447114403981292,-24.8478654124079,26.660764974360518
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,smart_w_short,0.2,195,648.8513808842755,412.9417718349359,1.7685185644921373,11.865563360266274,12.31335003052706
