result_type,checkpoint,split,strategy,transaction_cost_pct,date,cash,position_btc,portfolio_value,drawdown_pct,action,trade_value,transaction_cost
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-11,0.0,0.0037081094978662077,172.90091851755287,-0.7296467995869799,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-12,0.0,0.0037081094978662077,171.93980840227195,-1.2814642302083232,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-13,0.0,0.0037081094978662077,158.90425364338054,-8.765774528693543,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-14,0.0,0.0037081094978662077,158.8642321334485,-8.788752714469721,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-15,0.0,0.0037081094978662077,154.98514402420412,-11.015915242013604,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-16,0.0,0.0037081094978662077,157.63903509486641,-9.492194568931563,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-17,0.0,0.0037081094978662077,160.02327707798077,-8.123291813478668,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-18,0.0,0.0037081094978662077,158.49442063504998,-9.001078469464876,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-19,0.0,0.0037081094978662077,153.00423137299634,-12.15324811583867,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-20,0.0,0.0037081094978662077,154.32562198648208,-11.394577114891256,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-21,0.0,0.0037081094978662077,154.5005694338072,-11.29413175556998,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-22,0.0,0.0037081094978662077,154.05633501900226,-11.549187122768545,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-23,0.0,0.0037081094978662077,146.49765798845925,-15.88897053735855,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-24,0.0,0.0037081094978662077,147.75166529966341,-15.168987383038294,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-25,0.0,0.0037081094978662077,148.61016507243306,-14.676083259705566,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-26,0.0,0.0037081094978662077,148.07893493245555,-14.981086865692303,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-27,0.0,0.0037081094978662077,155.06153687378125,-10.97205460076005,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-28,0.0,0.0037081094978662077,156.1857603525601,-10.326586301508401,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-29,0.0,0.0037081094978662077,155.87256994801768,-10.50640328770185,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-30,0.0,0.0037081094978662077,160.51757097100688,-7.839495002182216,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-31,0.0,0.0037081094978662077,159.2729787815746,-8.554072502953987,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-01,0.0,0.0037081094978662077,157.9009782673641,-9.341800970822117,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-02,0.0,0.0037081094978662077,159.72967012672393,-8.291865040291245,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-03,0.0,0.0037081094978662077,160.1378953219519,-8.0574842188182,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-04,0.0,0.0037081094978662077,159.41997055963847,-8.469677776476724,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-05,0.0,0.0037081094978662077,157.90457049844017,-9.339738506083613,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-06,0.0,0.0037081094978662077,158.18302634604558,-9.179864223289078,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-07,0.0,0.0037081094978662077,159.76268099213658,-8.272911987311181,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-08,0.0,0.0037081094978662077,164.33680787538725,-5.646695798426673,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-09,0.0,0.0037081094978662077,167.98318314403508,-3.5531443938216523,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-10,0.0,0.0037081094978662077,174.8269772208371,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-11,0.0,0.0037081094978662077,177.1411417283629,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-12,0.0,0.0037081094978662077,179.0791503938961,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-13,0.0,0.0037081094978662077,185.25054544335265,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-14,0.0,0.0037081094978662077,184.45041942556895,-0.4319156069790713,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-15,0.0,0.0037081094978662077,192.17907561610204,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-16,0.0,0.0037081094978662077,192.59383345735947,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-17,0.0,0.0037081094978662077,193.4157301336404,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-18,0.0,0.0037081094978662077,191.57206098826188,-0.9532157204094237,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-19,0.0,0.0037081094978662077,193.27612560496684,-0.07217847719888819,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-20,0.0,0.0037081094978662077,192.00272314291252,-0.7305543296564234,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-21,0.0,0.0037081094978662077,193.87805606705015,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-22,0.0,0.0037081094978662077,192.22535456081175,-0.8524438194629083,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-23,0.0,0.0037081094978662077,190.24444190960398,-1.8741750516569744,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-24,0.0,0.0037081094978662077,188.11962274331302,-2.9701315561703687,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-25,0.0,0.0037081094978662077,191.23129151932906,-1.3651697367987548,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-26,0.0,0.0037081094978662077,191.83251222607882,-1.0550672327062685,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-27,0.0,0.0037081094978662077,202.17502349253942,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-28,0.0,0.0037081094978662077,211.67880674195143,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-02-29,0.0,0.0037081094978662077,231.7746019847801,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-03-01,0.0,0.0037081094978662077,226.9302900762806,-2.09009609638661,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-03-02,0.0,0.0037081094978662077,231.5366891000049,-0.10264838456752977,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-03-03,0.0,0.0037081094978662077,230.01348173013727,-0.7598417771238283,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-03-04,0.0,0.0037081094978662077,234.23152870797372,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-03-05,0.0,0.0037081094978662077,253.37662840868148,0.0,HOLD,0.0,0.0
